분류,상세설명,여행지,장소,전화번호,주소,Latitude,Longitude
"자연명소 > 휴양림,산림욕장","1993년 개장하였으며, 구역면적은 744만㎡, 1일 최대 수용인원은 730명, 최적 인원은 300명이다. 산림청 국립자연휴양림관리소에서 관리한다.1991년 임간수련장으로 개설되었다가 1993년 휴양림으로 바뀌었으며, 장쾌한 능선과 수려한 골짜기, 기암괴석으로 이루어진 덕유산국립공원 구역에 포함되어 있다. 폭포와 계곡, 울창한 잣나무와 낙엽송 조림목이 장관을 이루며, 순환임도 옆에 수령 70년의 독일가문비 150여 그루가 하늘을 찌를 듯한 높이로 자라고 있다. 휴양림에는 숲속의 집, 숲속수련장, 야영장, 산책로, 등산로, 숲탐방로, 어린이놀이터, 캠프파이어장, 잔디공원, 나무다리, 물놀이장, 연못 등의 시설이 있다. 특히, 계곡 양쪽으로 널찍한 산책로가 나 있어, 이 길를 따라 휴양림 지역을 한 바퀴 도는 산책 코스가 있으며 산악자전거를 타기에도 적당하다.주변에 무주구천동 33경, 적상산성, 칠연계곡, 덕유산, 무주리조트, 백련사, 나제통문, 안국사(사적 146), 적상양수발전소 등의 관광지가 있다.지식백과",전북무주군,덕유산자연휴양림,063-322-1097,전라북도 무주군 무풍면 구천동로 530-62지번전라북도 무주군 무풍면 삼거리 산1-7,35.9074907,127.814712
"여행,명소 > 산,고개","최고봉은 향적봉(香積峰:1,614m)이다. 덕이 많고 너그러운 모산(母山)이라 하여 ‘덕유산’이라는 이름이 붙었다. 경상남도 거창군과 전라북도 무주군 안성면(安城面)·설천면(雪川面)의 경계에 솟아 있으며, 북덕유산(향적봉)과 남덕유산(1,507m)으로 나뉜다.남덕유산은 경상남도 거창군·함양군과 전라북도 장수군 경계에 솟아 있다. 두 산봉 사이의 약 20㎞ 구간에는 해발고도 1,300∼1,400m의 소백산맥 주맥이 북동∼남서 방향으로 뻗으면서 경상남도와 전라북도의 도 경계를 이룬다. 주봉우리인 향적봉을 중심으로 무풍면(茂豊面)의 삼봉산(三峰山:1,254m)에서 시작하여 대봉(1,300m)·덕유평전(1,480m)·중봉(1,594m)·무룡산(1,492m)·삿갓봉(1,410m) 등 해발고도 1,300m 안팎의 봉우리들이 줄 지어 솟아 있어 일명 덕유산맥으로 부르기도 한다.동·서 비탈면에서는 황강과 남강 및 금강의 상류를 이루는 여러 하천이 시작되어 낙동강 수계와 금강 수계의 분수령 역할을 한다. 식생은 250여 종의 식물과 116종의 조류, 446종의 곤충류, 19종의 어류, 95종의 거미류가 서식하는 것으로 확인되었다.계곡은 총 8곳이 있는데, 특히 북동쪽 무주와 무풍 사이를 흐르면서 금강의 지류인 남대천(南大川)으로 흘러드는 길이 30㎞의 무주구천동(茂朱九千洞)은 전국적으로 널리 알려진 명소다. 무이구곡(武夷九谷)을 비롯한 구천동 33경과 칠련폭포(七連瀑布)·용추폭포(龍湫瀑布) 등이 장관이고, 안성계곡·송계사계곡·산수리계곡 등도 명소로 꼽힌다.6월 초순에는 20㎞의 능선과 등산로를 타고 펼쳐지는 철쭉 군락이 볼 만하고 여름이면 시원한 구천동계곡이 피서객들로 가득 찬다. 또 가을에는 붉게 물든 단풍이, 겨울에는 눈에 덮인 구상나무와 주목, 바람에 흩날리는 눈보라가 장관이다.지식백과",전북무주군,덕유산,063-322-3174,전라북도 무주군 설천면 구천동1로 159지번전라북도 무주군 설천면 삼공리 411-8,35.9006559,127.7751251
지명 > 동굴,,전북무주군,머루와인동굴,063-322-4720,전라북도 무주군 적상면 산성로 359 머루와인비밀의문지번전라북도 무주군 적상면 북창리 산119-5,35.964936,127.697305
"여행,명소 > 해수욕장,해변","바닷길이 열리는 하섬, 채석강, 적벽강을 끼고 있는 최고의 풍경개장기간 : 매년 7~8월 중요금입장료 무료주차가능시설 및 제공서비스 : 샤워실 탈의실 화장실 급수대 야영장해양관광포털 바다여행",전북부안군,변산해수욕장,,전라북도 부안군 변산면 대항리 567,35.6839353,126.5469198
"레저,테마 > 워터파크",변산 앞 바다를 바라보며 즐기는 물놀이! 변산 아쿠아월드!,전북부안군,대명리조트변산아쿠아월드,1588-4888,전라북도 부안군 변산면 변산해변로 51지번전라북도 부안군 변산면 격포리 257,35.6317103,126.4701361
"여행,명소 > 해수욕장,해변","조금과 사리 무렵, 하섬까지 연결되는 바닷길개장기간 : 매년 7~8월 중요금입장료 무료시설 및 제공서비스 : 샤워실 탈의실 화장실 급수대 야영장해양관광포털 바다여행",전북부안군,고사포해수욕장,063-582-7808,전라북도 부안군 변산면 운산리,35.6389442,126.531619
"여행,명소 > 자연명소","1976년 4월 2일 전라북도기념물 제28호로 지정되었다. 면적 12만 7372㎡이다. 전라북도 부안군 변산반도 맨 서쪽, 격포항 오른쪽 닭이봉 밑에 있다. 옛 수군(水軍)의 근거지이며 조선시대에는 전라우수영(全羅右水營) 관하의 격포진(格浦鎭)이 있던 곳이다.지형은 선캄브리아대의 화강암, 편마암을 기저층으로 한 중생대 백악기의 지층이다. 바닷물에 침식되어 퇴적한 절벽이 마치 수만 권의 책을 쌓아놓은 듯하다. 주변의 백사장, 맑은 물과 어울려 풍치가 더할 나위 없다. 채석강이라는 이름은 중국 당의 이태백이 배를 타고 술을 마시다가 강물에 뜬 달을 잡으려다 빠져 죽었다는 채석강과 흡사하여 지어진 이름이다.여름철에는 해수욕을 즐기기 좋고 빼어난 경관 때문에 사진 촬영이나 영화 촬영도 자주 이루어진다. 채석강에서 해수욕장 건너 백사장을 따라 북쪽으로 올라가면 붉은 암벽으로 이루어진 적벽강이 있다.지식백과",전북부안군,채석강,063-582-7808,전라북도 부안군 변산면 격포리,35.6126119,126.4699182
종교 > 불교,"대한불교조계종 제24교구 본사인 선운사의 말사(末寺)로, 887년(진성여왕 1) 도선국사가 창건하였다. 고려시대인 1316년(충숙왕 3) 덕현이 오층석탑과 12개 암자를 창건하여 사세(寺勢)를 확장하였으며, 조선시대 1482년(성종 13)에는 신말주(申末舟)의 부인 설(薛)씨의 시주를 얻어 중창하였다. 1760년(영조 36)에 편찬된 《옥천군지》에는 명적암(明寂庵), 용대암(龍臺庵), 연대암(連臺庵), 왕주암(王住庵), 적지암(積智庵) 등 5개의 부속 암자가 남아 있다고 적혀 있다. 그 중 왕주암은 후삼국의 분쟁이 한창이던 때에 왕건이 이 암자에서 유숙하였던 것에서 유래한 이름이라고 한다. 그뒤 임진왜란 때 소실된 것을 1604년 태능(太能)이 중창하였다. 다시 1855년(철종 6) 금용당이 재건하였으나 6·25전쟁으로 칠성각, 첨성각, 보광전의 당우가 불탔다. 그뒤 주지 김장엽이 1959년에 첨성각, 1977년에 관음전을 신축한 뒤 비구니의 도량으로 전승되고 있다. 현재 이곳에는 대웅전과 보광전, 관음전, 요사채 등의 건물이 들어서 있다. 현존하는 문화재로는 대웅전 앞에 있는 전라북도 유형문화재 제92호인 삼층석탑과 금강문(金剛門), 삼인대(三印臺:전라북도 유형문화재 27) 등이 있다. 또한, 삼층석탑 북쪽 약 1m 지점에는 중대석과 보주만이 남아 있는 석등이 있다. 자연암석으로 된 사각문인 금강문은 1316년 덕현이 절 주위의 경치가 금강산과 비슷하다 하여 붙인 이름이라고 한다. 삼인대는 세 사람의 관인을 소나무에 걸었던 곳이라 하여 붙은 이름이다. 또한 이 절에는 천년 묵은 지네와 거지, 승려, 그리고 돈에 얽힌 전설 등이 전해진다. 사찰 주변에는 강천산, 담양호, 강천산유원지, 금성산성, 내장산 등이 있다.지식백과",전북순창군,강천사,063-652-5420,전라북도 순창군 팔덕면 강천산길 270 강천사지번전라북도 순창군 팔덕면 청계리 995,35.3986037,127.0555758
"여행,명소 > 체험마을","순창군이 전통장류(醬類)산업을 활성화시키고 순창고추장의 명성과 전통적 제조 비법을 이어가기 위해 계획적으로 조성한 마을로, 3년여의 조성 기간을 거쳐 1997년에 생겨났다. 순창군 곳곳에 흩어져 있던 고추장 제조 장인들을 아미산 자락에 있는 순창군 순창읍 백산리 265번지 일대에 모아 전통고추장 민속마을을 형성시킨 것이다. 마을의 면적은 8만 4,403㎡이며 2007년 현재 46가구, 149명이 거주하고 있다. 계획적으로 형성된 마을답게 도로와 골목이 현대식으로 반듯하게 구획되어 있지만 가옥을 모두 전통한옥으로 짓고, 토종 소나무를 가로수로 조성하여 민속마을을 방불케 한다. 마을 전체가 고추장판매장이자 관광지로, 집집마다 마당에 커다란 고추장과 장아찌 항아리가 가득하고, 처마에는 메주가 주렁주렁 매달려 있다. 순창전통고추장민속마을에서는 각 호의 고추장 제조 기능인들이 저마다의 고추장을 생산하여 판매하며, 재래식된장과 간장, 감·깻잎·오이·마늘·고추·도라지·더덕·매실 등으로 만든 절임류(장아찌) 20여 종을 취급하는데 가격은 집집마다 모두 동일하다. 2007년 현재 연간 매출액은 330억 원에 이르는데 현장판매는 인터넷 판매를 통해 매출을 올리고 있다. 마을은 행정안전부에 의해 정보화마을로 지정되어 있다. 마을에서 제조되는 장류와 절임류의 품질관리는 순창식품과학연구소에서 맡는다. 전통장류의 역사와 장류 관련 유물을 한 눈에 볼 수 있는 순창장류박물관은 2007년 11월 개관하였으며 부지면적 8,439㎡, 건축총면적 1,513㎡의 지상 2층 규모로, 상설·기획전시실, 야외광장, 데크가든 등으로 이루어졌다. 순창장류체험관은 순창전통고추장과 고추장을 이용한 요리를 만들어 볼 수 있는 공간으로 숙박시설을 갖추었으며, 순창장류연구소에서는 발효식품과 장류분야를 연구하고, 장류산업발전을 위한 지원을 한다. 해마다 가을에는 민속마을 일원에서 순창장류축제가 열린다.지식백과",전북순창군,순창전통고추장민속마을,063-653-0703,전라북도 순창군 순창읍 민속마을길 5-13지번전라북도 순창군 순창읍 백산리 265-97,35.3683568,127.110965
"자연명소 > 휴양림,산림욕장","1993년에 개장하였으며 구역면적은 289만㎡, 1일 최대 수용인원은 500명, 최적 인원은 300명이다. 산림청 국립자연휴양림관리소에서 관리한다.회문산은 한말 최익현을 비롯하여 임병찬양윤숙이 이끄는 의병의 항일무장투쟁 무대이며 625전쟁 전후에 지리산과 더불어 빨치산의 근거지였으며, 이태의 소설 《남부군》의 무대이다. 북서쪽 해발 780m의 장군봉 아래 자연휴양림이 조성되어 있으며 빨치산 간부 훈련장이던 노령학원이 있었던 중턱은 산림욕장으로 조성되었다. 휴양림 입구 성벽처럼 쌓아올린 노령문 옆에 폭포가 있고, 그 위에 길이 30여m의 구름다리가 가로지르고 위쪽으로 전망대가 있어 주변 경관을 한눈에 볼 수 있다. 자연발생된 신갈나무떡갈나무굴참나무졸참나무 등 참나무류가 주수종을 이루며 단풍나무산벚나무 등과 철쭉진달래으름붉나무 등이 분포되어 있어 봄가을에 아름다운 꽃과 단풍을 볼 수 있다. 꾀꼬리, 산비둘기, 뜸북새, 까투리, 장끼 등도 서식하고 있다. 휴양림에는 비목공원, 빨치산사령부 등 교육시설과 물놀이장, 체력단련시설, 배구장 등 체육시설이 있으며 대피소, 정자 다목적광장, 산책로, 등산로 출렁다리 등이 있다. 주변에 내장산국립공원과 강천산 군립공원, 추월산, 금성산성, 담양호, 옥정호, 사선대 국민관광지 등 관광 명소가 있다지식백과",전북순창군,국립회문산자연휴양림,063-653-4779,전라북도 순창군 구림면 안심길 295지번전라북도 순창군 구림면 안정리 산3-1,35.4989182,127.1181029
"여행,명소 > 산,고개","높이 583.7m이다. 원래는 생김새가 용이 꼬리를 치며 승천하는 모습과 닮았다 하여 용천산(龍天山)이라 불렸다. 노령산맥에 속하며 지질은 중생대 백악기의 퇴적암이다. 광덕산(廣德山:565m)·산성산(山城山:603m)과 능선으로 이어진다. 깊은 계곡과 맑은 물, 기암괴석과 절벽이 어우러져 ‘호남의 소금강’으로 불리기도 한다.1981년 1월 7일 한국 최초의 군립공원(순창군)으로 지정되었다. 비교적 높지는 않지만 병풍바위·용바위·비룡폭포·금강문 등 이름난 곳이 많다. 또 광덕산·산성산에 이르기까지 선녀계곡·원등골·분통골·지적골·황우제골 등 이름난 계곡만도 10여 개나 된다. 정상 근처에는 길이 50m에 이르는 구름다리가 놓여 있다.가장 좋은 볼거리는 11월 초순에 절정을 이루는 단풍과 4월 초순에 만개하는 산벚꽃이 유명한데, 산 입구의 강천호 주변뿐 아니라 등산로 어디에서나 즐길 수 있다. 산 암봉 아래에는 887년(신라 진성여왕 1) 도선국사(道詵國師)가 세운 강천사가 있다. 이 곳의 석탑은 전라북도 유형문화재 92호로 지정되었고, 절 입구의 모과나무는 전라북도기념물 97호이다.그 밖에 순창 삼인대(三印臺:전북유형문화재 27), 금성산성(金城山城:전북기념물 52) 등의 문화유적이 있다. 내장산(內藏山:763m)·백양사(白羊寺)·담양댐 등과도 가깝다.지식백과",전북순창군,강천산,063-650-1672,전라북도 순창군 팔덕면 강천산길 97지번전라북도 순창군 팔덕면 청계리 979-1,35.4087639,127.0675247
"여행,명소 > 산,고개","높이는 878m이다. 부근의 오대산(五臺山)·월성봉(月城峰)·천등산(天燈山) 등과 함께 노령산맥의 북부 잔구군(殘丘群)을 형성하며, 수십 개의 봉우리가 6km에 걸쳐 솟아 있다. 이 산은 북쪽으로 흐르는 유등천(柳等川), 서쪽으로 흐르는 장선천(長仙川), 남쪽으로 흐르는 벌곡천 등 금강의 여러 지류에 의하여 화강암반이 동·남·북의 3면에서 오랜 두부침식(頭部浸蝕)을 받아 기암괴석을 이루고 있다. 즉 동쪽과 남쪽은 배치재를 분수령으로 하는 유등천과 장선천이 비교적 깊은 협곡을 이루고 이 골짜기를 전주~대전 간 국도가 지난다.대둔산에는 태고사(太古寺)·안심사(安心寺)·신고운사(新孤雲寺) 등의 사찰이 있었으나 6·25전쟁으로 소실되었고, 최고봉인 마천대(摩天臺)·낙조대(落照臺)·월성고지(月城高地)·매봉[鷹峰]·철모·깃대봉 등의 경승지가 있으며, 충청남도 대둔산도립공원, 전북 대둔산도립공원 등으로 나뉘어 지정되어 있다. 동쪽 산기슭에는 옛 고을인 진산(珍山)이 있고 산중에는 산장과 구름다리·케이블카 등의 관광시설이 있다.지식백과",전북완주군,대둔산,063-263-9949,전라북도 완주군 운주면 산북리 611-34,36.1187999,127.3283366
"여행,명소 > 식물원,수목원","자자연학습 교육, 학술연구, 산림 사료 및 유전자의 보존 전시, 희귀 식물자원 보존 등을 통해 종합적인 산림 휴양공간과 문화공간, 인간과 생물이 공존하는 자연환경 조성을 목적으로 1995년 5월 7일 개원하였다. 전체 면적은 150㏊이며, 전라북도 산림환경연구소에서 관리한다. 시설은 크게 기능별 수목원, 천연림, 건축시설, 편익시설, 교육시설로 구분된다. 기능별 수목원은 약용수원·유실수원·활엽수원·침엽수원·밀원수원(蜜源樹園)·관상수원·수생식물원·난대식물원·난대약용수원·무궁화원·표본수원·동백원·목련원 등 14개 원으로 구성되어 있다. 면적은 27.5㏊이며, 1,151종 29만 7000본이 식재되어 있다.천연림은 110㏊이며, 층층나무·느티나무·참나무류·비목나무·산벚나무 등이 자란다. 건축시설은 청사·관리사·온실·화장실·전망대·안내실·전시실·정자 등으로 구성되어 있다. 편의시설로는 산책로·약수터·음료수대·주차장·벤치·간이화장실 등이 있다. 그 밖에 교육시설로 180명을 수용할 수 있는 2개의 숲속교실을 운영하며, 산림공익 및 환경해설판, 수목표찰 등이 설치되어 있다.금낭화 자생군락지로 유명하며, 수목원 내에는 밀화부리·뻐꾸기·노랑턱멧새 등 86종의 조류와 멧돼지·고라니·너구리 등 10종의 수류(獸類)가 서식한다. 이용 시간은 3~10월에는 9시부터 18시, 11~2월에는 9시부터 17시까지이다. 입장료나 주차료는 받지 않는다. 주변관광지로는 대둔산도립공원, 운일암(雲日岩), 화심온천, 동상계곡, 대아저수지 등이 있다. 전라북도 완주군 동상면(東上面) 대아리 산 1-2번지에 위치한다.지식백과",전북완주군,대아수목원,063-243-1951,전라북도 완주군 동상면 대아수목로 94-34지번전라북도 완주군 동상면 대아리 산1-2,35.9734003,127.3037595
종교 > 불교,"종남산 아래에 자리한 사찰로, 신라 경문왕(景文王) 때 도의선사가 세웠다고 전해진다. 당시 이름은 백련사(白蓮寺)였는데, 규모가 매우 커서 일주문이 3㎞나 떨어져 있었다고 한다. 그러다 임진왜란 때 황폐해 폐찰이 되었다가 1622년(광해군 14)부터 승려 응호·운쟁·덕림·득정·홍신 등이 다시 세우기 시작해 14년 만인 1636년(인조 14) 완공되었다는 기록이 전주부 송광사 개창지비(사적비)에 기록되어 있다.이 때부터 절 이름도 송광사로 바꾸어 불렀는데, 전라남도 순천시 송광면에 있는 승보사찰 송광사와 한자(漢字)까지 같다. 순천 송광사보다 규모는 작지만 분위기가 아늑하고, 봄이면 진입로부터 약 2㎞에 걸쳐 펼쳐지는 벚꽃이 장관을 이루어 많은 사람들이 찾는다.일주문(一柱門)을 들어서면 금강문(金剛門)·천왕문(天王門)·종루(鐘樓)가 차례로 나오고, 종루 옆의 대웅전을 지나면 뒤쪽에 나한전을 비롯한 건물들이 있다. 일주문에서 대웅전까지는 일자(一字)로 배치되어 있고, 공간 배치가 자연스러워 한국의 전통적인 정원 분위기를 자아낸다. 또 대웅전 안에 있는 소조삼불좌상(塑造三佛坐像) 가운데 오른쪽에 있는 아미타여래좌상은 국가에 나쁜 일이 생길 때마다 땀을 흘리는 불상으로 유명한데, 국제통화기금(IMF) 외환위기 때인 1997년 12월에도 땀을 흘렸다고 한다.문화재로는 대웅전(보물 1243), 종루(보물 1244), 소조사천왕상(塑造四天王像:보물 1255), 소조삼불좌상 및 복장유물(보물 1274), 일주문(전북유형문화재 4), 사적비(전북유형문화재 5), 동종(銅鐘:전북유형문화재 138), 나한전(전북유형문화재 172), 금강문(전북유형문화재 173), 벽암당부도(碧巖堂浮屠:전북문화재자료 144) 등이 있다.지식백과",전북완주군,송광사,063-243-8091,전라북도 완주군 소양면 송광수만로 255-16 송광사지번전라북도 완주군 소양면 대흥리 569-2,35.8855952,127.2420791
"여행,명소 > 산,고개","높이 793m이다. 전주시 남서쪽 12㎞ 지점에 위치하며, 아래로 김제평야와 만경평야가 펼쳐진다. 산 정상에 어미가 어린아이를 안고 있는 형태의 바위가 있어 ‘모악’이라는 이름이 붙었다. 호남평야의 젖줄 구실을 하는 구이저수지·금평저수지·안덕저수지와 불선제·중인제·갈마제 등의 물이 모두 이 곳 모악산으로부터 흘러든다.정상에 올라서면 전주 시내가 한눈에 들어오고, 남으로는 내장산, 서쪽으로는 변산반도가 바라다 보인다. 동학농민운동과 6·25전쟁 등을 거치면서 큰 나무는 거의 베이거나 불에 타 사라졌지만, 4월에 피는 벚꽃과 배롱나무 꽃은 장관이다.예로부터 논산시 두마면의 신도안(新都安), 영주시 풍기읍의 금계동(金鷄洞)과 함께 명당(名堂)이라 하여 난리를 피할 수 있는 피난처이자 각종 무속 신앙의 본거지로 널리 알려져 왔다. 신라 불교 오교구산(五敎九山)의 하나로 599년(백제 법왕 1)에 창건된 금산사(金山寺)를 비롯해 귀신사(歸信寺)·대원사(大院寺) 등의 사찰이 있다.1971년 12월 산 일대가 모악산도립공원으로 지정되었다.지식백과",전북완주군,모악산,063-290-2752,전라북도 완주군 구이면,35.7318915,127.1209314
"레저,테마 > 케이블카","저희 케이블카는 927m의 길이에 23도를 유지하며 정원 50명을 태우고 6분간 2대가 서로 교행하며 운행되고 있으며 1990년 11월에 운행개시를 한 후 안전사고 없이 운행하고 있습니다. 케이블카는 낙뢰, 강풍발생시 조기종료되거나 운행이 중단될 수 있습니다. 방문전 전화나 홈페이지 확인 부탁드립니다.",전북완주군,대둔산케이블카,063-263-6621,전라북도 완주군 운주면 대둔산공원길 55지번전라북도 완주군 운주면 산북리 산23-30,36.1166669,127.329704
"자연명소 > 휴양림,산림욕장","1998년에 개장하였으며, 구역면적은 692만㎡, 1일 최대 수용인원은 5,000명, 최적 인원은 1,500명이다. 완주군청에서 관리한다.해발 553.6m의 안수산 자락의 계곡에 있으며, 완주군이 군유림에 조성하였다. 봄의 철쭉, 산벚나무와 야생화, 여름의 맑고 깊은 계곡과 울창한 숲, 가을의 단풍, 겨울 설경 등이 기암괴석과 어우러져 빼어난 절경을 이룬다. 잣나무, 낙엽송, 리기다소나무 조림지가 있다.휴양림에는 계곡을 막아 만든 물놀이장과 인공잔디에 물을 뿌려 썰매를 타는 물썰매장(눈썰매장)이 있고, 체력단련을 위한 임간수련장, 숲속의 집, 야영장, 삼림욕장, 어린이놀이터, 민속놀이터, 등산로, 산책로, 야외무대, 야외교실 등을 갖추었다.주변에 민속공연장을 비롯하여, 봉서사와 미륵탑, 전주국립박물관, 대둔산도립공원, 마이산, 대아저수지, 위봉폭포, 위봉사, 송광사, 경천저수지, 죽림온천 등의 관광지가 있다.매일 09:00 ~ 18:00(숙박시설 미이용시), 숙박시설 이용시 15:00 ~ 익일11:00지식백과",전북완주군,고산자연휴양림,063-263-8680,전라북도 완주군 고산면 고산휴양림로 246지번전라북도 완주군 고산면 오산리 산43-1,35.9596672,127.2355194
"여행,명소 > 박물관","1996년 착공하여 2001년 5월 완공하고 왕궁테마관광지 조성공사를 거쳐 2002년 5월 개관하였다. 설립 목적은 인근의 풍부한 백제문화유적과 보석 생산으로 유명한 익산시를 관광자원으로 활용하기 위함이다. 14만 3365㎡ 규모의 왕궁보석테마관광지 안에 자리잡고 있는 세계적 수준의 보석박물관으로서, 진귀한 보석과 원석 등 11만여 점을 소장하고 있다. 박물관 건물은 연면적 6,214㎡에 지하 1층 지상 2층 규모로, 수장고, 기계실, 기획전시실, 보석판매코너, 상설전시실 등을 갖추고 있다. 야외에는 각종 조형물과 야외공연장, 어린이 놀이시설, 식당, 보석광장, 칠선녀광장 등이 조성되어 있다. 1층에 자리한 기획전시실에는 한국의 여러 왕조와 영국 왕실의 보석관련 복제유물과 대형원석이 전시되어 있다. 2층의 상설전시실은 인식의 장(보석의 역사), 체험의 장(보석과 과학), 아트갤러리(보석의 탑, 오봉산일월도 등), 역동의 장(보석 산업), 감동의 장(보석의 아름다움), 결실의 장(보석과 즐거움)으로 나누어 여러 가지 진귀한 보석과 원석을 전시하고 있다. 왕궁보석테마관광지에는 화석전시관도 있는데, 연면적 932㎡에 지하 1층 지상 2층 규모이며, 시대별로 다양한 화석 및 익룡, 수장룡, 어룡 등 실물 크기의 골격공룡, 공룡모형 등이 전시되어 있다. 관람시간은 오전 10시~오후 6시(동절기 오후 5시)이고, 1월 1일과 매주 월요일에는 휴관한다. 전라북도 익산시 왕궁면 동용리에 있다. 주위의 미륵사지 석탑(국보 11), 익산 왕궁리 오층석탑(국보 289) 등 백제문화유적이 있다.지식백과",전북익산시,익산보석박물관,063-859-4641,전라북도 익산시 왕궁면 호반로 8 보석박물관(관리사업소)지번전라북도 익산시 왕궁면 동용리 575-1,35.9905979,127.1025735
"여행,명소 > 촬영장소",12월 31일까지 내부 수리,전북익산시,익산 교도소 세트장,063-859-3836,전라북도 익산시 성당면 함낭로 207지번전라북도 익산시 성당면 와초리 154-4,36.0697958,126.9313457
"여행,명소 > 문화재","절터의 서쪽 부분 금당터 앞에 국보 제11호로 지정되어 있는 석탑 1기가 많은 부분이 파손된 채 6층까지만 남아 있었는데 현재는 복원을 위해 해체 작업을 하고 있다. 이 탑은 목탑 양식을 계승한 탑으로 현존하는 우리나라 석탑 중에서 건립 연대가 제일 앞서는 탑이다.미륵사는 백제 무왕 때 지어진 절로 알려져 있다. 고려 때까지도 번창했으나 조선중기 어느 때인가에 폐사된 것으로 추정하고 있다. 《삼국사기》에 의하면 무왕이 왕비 선화공주와 함께 사자사로 가던 도중 용화산 아래의 큰 연못에 이르렀는데 연못에서 미륵 삼존이 나타났다고 한다. 그 후 이곳에 절을 세우자는 선화공주의 부탁으로 연못을 메우고 절을 지었는데 미륵 삼존이 나타난 것을 상징하여 각각 세 곳에 탑, 금당, 회랑을 세웠다고 한다.",전북익산시,미륵사지,063-859-5708,전라북도 익산시 금마면 기양리 32-7,36.0123244,127.0309747
"여행,명소 > 도시,테마공원",,전북익산시,중앙체육공원,063-859-4613,전라북도 익산시 하나로 322지번전라북도 익산시 어양동 52,35.9495065,126.9857091
"여행,명소 > 테마공원",,전북임실군,오수의견공원,063-640-2941,전라북도 임실군 오수면 충효로 2096-16지번전라북도 임실군 오수면 오수리 33,35.5453263,127.3330391
"여행,명소 > 체험마을",전북 임실치즈마을은 ‘한국치즈의 원조 임실치즈’ 의 뿌리를 가진 마을입니다. ‘사람이 꽃보다 아름다운 치즈마을’ 이란 테마로 더불어 사는 사회를 꿈꾸며 바른 먹거리와 우리 아이들의 미래를 먼저 생각하는 사람들 이 모여 하는 마을입니다. 마을사람들이 직접 진행하 는 치즈낙농체험과 흥겨운 농촌체험을 통해 도시와 농 촌이 하나되는 작은 세상을 만나보시기 바랍니다.한국관광공사,전북임실군,임실치즈마을,063-643-3700,전라북도 임실군 임실읍 치즈마을1길 4 치즈마을지번전라북도 임실군 임실읍 금성리 610-1,35.6362461,127.2948248
"여행,명소 > 호수,연못,저수지","옥정호(玉井湖), 운암저수지, 섬진저수지, 산내저수지라고도 한다. 유역면적 768㎢, 만수면적이 26.5㎢, 하천길이 212km, 총조수량만도 4억 3천만 톤에 이른다.섬진강 상류의 임실군 강진면 용수리(龍水里)와 정읍시 산내면 종성리(宗聖里) 사이를 가로지르는 다목적댐 건설로 이루어졌다. 담양호(潭陽湖), 장성호(長城湖)와 함께 농업용수를 인근 평야에 공급하며, 내장산국립공원에 인접한 낚시터이기도 하다. 북서 방향으로 호남고속도로가 통과하여 교통이 편리하다.지식백과",전북임실군,옥정호,063-640-2345,전라북도 임실군 운암면 입석리 458,35.6329941,127.1517637
"여행,명소 > 전망대",,전북임실군,국사봉전망대,063-644-7766,전라북도 임실군 운암면 국사봉로 624 국사봉 휴게소지번전라북도 임실군 운암면 입석리 712,35.6412969,127.1458347
"여행,명소 > 산,고개","높이 1,237m이다. 소백산맥의 서쪽 비탈면을 이루며, 동쪽에 백운산(1,279m), 서쪽에 팔공산(1,151m)이 솟아 있다. 동쪽 비탈면에서 흘러내린 계류는 섬진강의 상류인 백운천으로 흘러들고, 북쪽 비탈면에서 흘러내린 계류는 계남면의 벽남제(壁南堤)로 흘러든다.동쪽은 소백산맥의 준령에 막혀 교통이 불편하지만, 북동쪽의 무령고개(1,076m)와 남쪽의 어치재를 통해 경상남도 함양군의 산록 계류지역과 연결된다. 서쪽 비탈면은 경사가 완만하며 장수읍의 낮은 분지로 이어진다.남서쪽 비탈면에서 발원해 용림천으로 흘러드는 덕산계곡(德山溪谷)은 윗용소·아랫용소 등 2개의 용소와 크고 작은 10여 개의 소(沼), 20여 개의 기암괴석으로 유명하다. 또 가을철 동쪽 능선을 타고 펼쳐지는 넓은 억새밭이 명물로 꼽힌다. 인근에 국민관광지인 방화동 가족휴양촌이 있다. 1986년 부근 일대와 함께 장안산군립공원으로 지정되었다.지식백과",전북장수군,장안산,,전라북도 장수군 계남면,35.7029317,127.5777294
